,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,65.63031621362482,80.21483092776367,80.21483092776367,80.21483092776367,65.63031621362482,65.63031621362482,80.21483092776367,80.21483092776367,80.21483092776367,65.63031621362482,80.21483092776367,80.21483092776367,80.21483092776367,65.63031621362482,80.21483092776367,80.21483092776367,80.21483092776367,65.63031621362482,80.21483092776367,65.63031621362482,65.63031621362482,80.21483092776367,80.21483092776367,65.63031621362482,80.21483092776367,65.63031621362482,80.21483092776367,65.63031621362482
1,65.63034962149602,80.21487175960625,80.21487175960625,80.21487175960625,65.63034962149602,65.63034962149602,80.21487175960625,80.21487175960625,80.21487175960625,65.63034962149602,80.21487175960625,80.21487175960625,80.21487175960625,65.63034962149602,80.21487175960625,80.21487175960625,80.21487175960625,65.63034962149602,80.21487175960625,65.63034962149602,65.63034962149602,80.21487175960625,80.21487175960625,65.63034962149602,80.21487175960625,65.63034962149602,80.21487175960625,65.63034962149602
2,65.63040435292892,80.2149386535798,80.2149386535798,80.2149386535798,65.63040435292892,65.63040435292892,80.2149386535798,80.2149386535798,80.2149386535798,65.63040435292892,80.2149386535798,80.2149386535798,80.2149386535798,65.63040435292892,80.2149386535798,80.2149386535798,80.2149386535798,65.63040435292892,80.2149386535798,65.63040435292892,65.63040435292892,80.2149386535798,80.2149386535798,65.63040435292892,80.2149386535798,65.63040435292892,80.2149386535798,65.63040435292892
3,65.63047349644559,80.2150231623224,80.2150231623224,80.2150231623224,65.63047349644559,65.63047349644559,80.2150231623224,80.2150231623224,80.2150231623224,65.63047349644559,80.2150231623224,80.2150231623224,80.2150231623224,65.63047349644559,80.2150231623224,80.2150231623224,80.2150231623224,65.63047349644559,80.2150231623224,65.63047349644559,65.63047349644559,80.2150231623224,80.2150231623224,65.63047349644559,80.2150231623224,65.63047349644559,80.2150231623224,65.63047349644559
4,65.63051772415638,80.21507721841336,80.21507721841336,80.21507721841336,65.63051772415638,65.63051772415638,80.21507721841336,80.21507721841336,80.21507721841336,65.63051772415638,80.21507721841336,80.21507721841336,80.21507721841336,65.63051772415638,80.21507721841336,80.21507721841336,80.21507721841336,65.63051772415638,80.21507721841336,65.63051772415638,65.63051772415638,80.21507721841336,80.21507721841336,65.63051772415638,80.21507721841336,65.63051772415638,80.21507721841336,65.63051772415638
5,65.63053965121507,80.21510401815176,80.21510401815176,80.21510401815176,65.63053965121507,65.63053965121507,80.21510401815176,80.21510401815176,80.21510401815176,65.63053965121507,80.21510401815176,80.21510401815176,80.21510401815176,65.63053965121507,80.21510401815176,80.21510401815176,80.21510401815176,65.63053965121507,80.21510401815176,65.63053965121507,65.63053965121507,80.21510401815176,80.21510401815176,65.63053965121507,80.21510401815176,65.63053965121507,80.21510401815176,65.63053965121507
6,65.63055182173848,80.21511889323592,80.21511889323592,80.21511889323592,65.63055182173848,65.63055182173848,80.21511889323592,80.21511889323592,80.21511889323592,65.63055182173848,80.21511889323592,80.21511889323592,80.21511889323592,65.63055182173848,80.21511889323592,80.21511889323592,80.21511889323592,65.63055182173848,80.21511889323592,65.63055182173848,65.63055182173848,80.21511889323592,80.21511889323592,65.63055182173848,80.21511889323592,65.63055182173848,80.21511889323592,65.63055182173848
7,65.63056281400578,80.2151323282293,80.2151323282293,80.2151323282293,65.63056281400578,65.63056281400578,80.2151323282293,80.2151323282293,80.2151323282293,65.63056281400578,80.2151323282293,80.2151323282293,80.2151323282293,65.63056281400578,80.2151323282293,80.2151323282293,80.2151323282293,65.63056281400578,80.2151323282293,65.63056281400578,65.63056281400578,80.2151323282293,80.2151323282293,65.63056281400578,80.2151323282293,65.63056281400578,80.2151323282293,65.63056281400578
8,65.63056989791137,80.21514098633612,80.21514098633612,80.21514098633612,65.63056989791137,65.63056989791137,80.21514098633612,80.21514098633612,80.21514098633612,65.63056989791137,80.21514098633612,80.21514098633612,80.21514098633612,65.63056989791137,80.21514098633612,80.21514098633612,80.21514098633612,65.63056989791137,80.21514098633612,65.63056989791137,65.63056989791137,80.21514098633612,80.21514098633612,65.63056989791137,80.21514098633612,65.63056989791137,80.21514098633612,65.63056989791137
9,65.63058182416218,80.2151555628649,80.2151555628649,80.2151555628649,65.63058182416218,65.63058182416218,80.2151555628649,80.2151555628649,80.2151555628649,65.63058182416218,80.2151555628649,80.2151555628649,80.2151555628649,65.63058182416218,80.2151555628649,80.2151555628649,80.2151555628649,65.63058182416218,80.2151555628649,65.63058182416218,65.63058182416218,80.2151555628649,80.2151555628649,65.63058182416218,80.2151555628649,65.63058182416218,80.2151555628649,65.63058182416218
