,0,1
0,-391.58669237588003,0.0
1,-552.0133646912973,0.0
2,-417.19668382809994,0.0
3,-418.41469714578415,0.0
4,-587.3913558434049,0.0
5,-4240629.53198756,0.0
6,-4240639.754492598,0.0
7,-470.9203808680319,0.0
8,-486.7561502914858,0.0
9,-489.7395720663909,0.0
10,-16865445.577520244,0.0
11,-11059795.680718824,0.0
12,-2614363.469549513,0.0
13,-770414.0735211207,0.0
14,-1657012.5981545239,0.0
15,-762526.0857606385,0.0
16,-452070.21775771823,0.0
17,-1814705.2414654512,0.0
18,-2001320.1256613908,0.0
19,-1035754.8692418648,0.0
20,-460393.8640261294,0.0
21,-550389.3582757807,0.0
22,-670845.3733571189,0.0
23,-210574.8988064655,0.0
24,-616243.246692518,0.0
25,-558613.3023113796,0.0
26,-472099.4842464606,0.0
27,-475442.15003586304,0.0
28,-747114.1682950638,0.0
29,-661781.5388815022,0.0
30,-314035.64221251634,0.0
31,-852953.4627754783,0.0
32,-583372.4515724876,0.0
33,-550937.2722753361,0.0
34,-393468.56661528966,0.0
35,-623103.0903241539,0.0
36,-321849.66391165945,0.0
37,-219101.3368977252,0.0
38,-605805.1138088774,0.0
39,-445530.38699691306,0.0
40,-531440.762352172,0.0
41,-571525.4835087465,0.0
42,-432767.30376064667,0.0
43,-647732.6895274683,0.0
44,-548412.4167239934,0.0
45,-757921.363667831,0.0
46,-324304.4028617964,0.0
47,-608033.4816732412,0.0
48,-544970.4492364299,0.0
49,-356593.6946696845,0.0
50,-446718.44350166025,0.0
51,-760531.5787132235,0.0
52,-341588.67034112767,0.0
53,-546529.0909061297,0.0
54,-642389.3591520984,0.0
55,-491741.06748716976,0.0
56,-396222.1005052708,0.0
57,-609746.799176625,0.0
58,-789974.7897382928,0.0
59,-545358.7135669152,0.0
60,-568841.1638447628,0.0
61,-578258.8224866892,0.0
62,-400613.82447609,0.0
63,-646869.185294338,0.0
64,-194557.93280474242,0.0
65,-448777.3016227666,0.0
66,-531794.8284483855,0.0
67,-547348.5935269904,0.0
68,-528478.7461675784,0.0
69,-815808.4850020235,0.0
70,-660199.5510688587,0.0
71,-496459.4813667133,0.0
72,-552338.1368308053,0.0
73,-530295.3070144095,0.0
74,-625171.6151267956,0.0
75,-873462.4086187796,0.0
76,-542330.1895202061,0.0
77,-468490.9960528177,0.0
78,-551294.4429334557,0.0
79,-721128.4888971514,0.0
80,-317911.82542911987,0.0
81,-374099.8744368787,0.0
82,-790934.7738266767,0.0
83,-655074.079134939,0.0
84,-549435.0733908466,0.0
85,-757222.0036479195,0.0
86,-698378.4316067476,0.0
87,-601550.2109980561,0.0
88,-622217.7501618589,0.0
89,-568458.8711832183,0.0
90,-563274.4707315423,0.0
91,-706634.778992198,0.0
92,-487619.36709765333,0.0
93,-927700.3903407486,0.0
94,-788955.5125075078,0.0
95,-486911.88480916375,0.0
96,-872534.39638557,0.0
97,-606238.3640598953,0.0
98,-611359.1795490428,0.0
99,-868200.6225846664,0.0
100,-223860.2182118146,0.0
101,-710073.2351248064,0.0
102,-472680.2447747736,0.0
103,-446252.7308648111,0.0
104,-692316.6236629526,0.0
105,-465685.8248469341,0.0
106,-403818.92836256657,0.0
107,-557344.3845993115,0.0
108,-238188.70127888356,0.0
109,-537255.7563298355,0.0
110,-1022379.2177300795,0.0
111,-385162.46690096345,0.0
112,-491219.26433626027,0.0
113,-536503.1790384129,0.0
114,-505844.9275210184,0.0
115,-524339.125109905,0.0
116,-396064.3111133381,0.0
117,-505215.1016432319,0.0
118,-411284.01065269846,0.0
119,-545817.1803792343,0.0
